year	dead	missing	deadmissing	survivors	lat	lon	route
2016	3		3		26.020060700000	 16.437179100000	
2016	1		1		27.066317100000	 14.333614500000	
2016	2		2		28.922835500000	 9.659277700000	
2016	1		1		27.066317100000	 14.333614500000	
2016	2		2		27.349939100000	 9.736672900000	
2015	5		5		11.724210000000	 -68.689230000000	Venezuela to Curaçao
2015	2		2		43.080295000000	 23.703613000000	
2015		1	1	11	-22.216669000000	 29.999997000000	
2015	126		126		29.819327526614	 -101.132281850000	Central America to US
2015	1		1		2.075684000000	 45.353088000000	
2015	1		1		5.152149000000	 46.199616000000	
2015	1		1		-0.023376000000	 41.314087000000	
2015	4		4		27.497970695535	 14.518288600658	
2015	2		2		37.757877000000	 27.028391000000	Eastern Mediterranean
2015	7		7		33.547016000000	 11.098013000000	Central Mediterranean
2015	3		3		20.692916000000	 -100.251252000000	Central America to US
2015	1		1		31.621437300000	 -111.930093400000	Central America to US
2015	1		1		31.621437300000	 -111.930093400000	Central America to US
2015	1		1		31.621437300000	 -111.930093400000	Central America to US
2015	4		4		37.551464000000	 26.507867000000	Eastern Mediterranean
2015	1		1		51.016352000000	 2.399438000000	
2015	1		1		14.893189000000	 -92.275410000000	Central America to US
2015	1		1		31.621437300000	 -111.930093400000	Central America to US
2015	1		1		37.593055000000	 26.518854000000	Eastern Mediterranean
2015	1		1		31.309450000000	 34.222756000000	
2015		13	13		23.930804000000	 -83.269439100000	
2015	1		1		37.707325000000	 27.000325000000	Eastern Mediterranean
2015	1		1		37.798058000000	 26.698630000000	Eastern Mediterranean
2015	2		2	185	35.916530000000	 -5.372926000000	Western Mediterranean
2015	20		20	21	39.088957000000	 26.781175000000	Eastern Mediterranean
2015	1		1		32.056463100000	 -106.980031800000	Central America to US
2015	2		2		37.756132000000	 26.960456000000	Eastern Mediterranean
2015	1		1		33.631295300000	 15.615427200000	
2015	1		1	509	36.179661000000	 14.815938000000	Central Mediterranean
2015	1		1		37.566252000000	 26.505769000000	Eastern Mediterranean
2015	2		2	69	39.024511200000	 15.296916600000	Eastern Mediterranean
2015	11		11	7	39.380546900000	 26.186165500000	Eastern Mediterranean
2015	13	1	14	15	37.295400000000	 27.112700000000	Eastern Mediterranean
2015	1		1		37.576548000000	 26.482196000000	Eastern Mediterranean
2015	1		1		37.639369476360	 26.498112401514	Eastern Mediterranean
2015	2		2		15.457275000000	 36.387512000000	
2015	12		12		23.321289000000	 21.866882000000	
2015	36		36		27.032288000000	 14.456116000000	
2015	1		1		11.574280000000	 37.361328000000	
2015	3		3		30.214722000000	 20.140320000000	
2015	1		1		15.475708000000	 32.550476000000	
2015	6		6		23.321289000000	 21.866882000000	
2015	1		1		27.032288000000	 14.456116000000	
2015	1		1		24.088318000000	 32.900085000000	
2015	23		23		27.032288000000	 14.456116000000	
2015	11		11		30.376526000000	 19.984131000000	
2015	2		2		8.476128000000	 47.347479800000	
2015	6		6		30.398315000000	 19.578125000000	
2015	3		3		-9.949890000000	 40.462708000000	
2015	3		3		14.385925000000	 33.502930000000	
2015	2		2		37.659145000000	 26.326265000000	Eastern Mediterranean
2015	1		1	61	38.376413000000	 26.213546000000	Eastern Mediterranean
2015	1		1		40.067293000000	 9.175777000000	
2015	1		1		15.448120000000	 36.275513000000	
2015	1		1		23.188477000000	 32.332886000000	
2015	2		2		15.464722000000	 36.448486000000	
2015	1		1		8.493103000000	 47.336731000000	
2015	18		18	14	36.941323000000	 27.343616000000	Eastern Mediterranean
2015	4		4		37.118979000000	 27.220141000000	Eastern Mediterranean
2015	4		4	4	36.925738000000	 27.254266000000	Eastern Mediterranean
2015	1		1		11.628637060811	 -85.937684734302	Central America to US
2015	1		1		10.106873000000	 48.867310000000	
2015	1		1		20.004272000000	 29.707092000000	
2015	1		1		12.961304000000	 36.145508000000	
2015	2		2		12.959473000000	 36.158875000000	
2015	4		4		23.321289000000	 21.866882000000	
2015	5		5		23.321289000000	 21.866882000000	
2015	1		1		14.024307000000	 35.368567900000	
2015	3		3		21.424500000000	 30.505676000000	
2015	8		8		23.321289000000	 21.866882000000	
2015	1		1		9.543274000000	 44.040100000000	
2015	2		2		15.477090500000	 32.264190600000	
2015	2		2	200	38.331957000000	 26.214435000000	Eastern Mediterranean
2015	4		4	58	36.952300000000	 26.980800000000	Eastern Mediterranean
2015	1		1		36.930130000000	 27.001581000000	Eastern Mediterranean
2015	5		5	92	39.196567000000	 26.575927000000	Eastern Mediterranean
2015	1		1		12.954462000000	 36.157255900000	
2015	3		3		15.455688000000	 32.530518000000	
2015	3		3		26.118530000000	 14.809692000000	
2015	8		8		15.109680000000	 36.493896000000	
2015	5		5		27.032288000000	 14.456116000000	
2015	34		34		23.321289000000	 21.866882000000	
2015	1		1		8.522888000000	 47.371704000000	
2015	2		2		23.258903000000	 12.277495600000	
2015	2		2		23.321289000000	 21.866882000000	
2015	10		10		23.321289000000	 21.866882000000	
2015	2	3	5	18	36.964183000000	 27.431130000000	Eastern Mediterranean
2015	3		3		12.951721000000	 36.152100000000	
2015	2		2		27.032288000000	 14.456116000000	
2015	2		2		15.455688000000	 32.530518000000	
2015	3		3		23.321289000000	 21.866882000000	
2015	1		1		20.289917000000	 30.301697000000	
2015	9		9		23.321289000000	 21.866882000000	
2015	1		1		39.446941000000	 26.480153000000	Eastern Mediterranean
2015	3	3	6	12	36.175438000000	 29.589343000000	Eastern Mediterranean
2015	1		1		37.586014000000	 26.494619000000	Eastern Mediterranean
2015	1	0	1		19.695513900000	 -98.896157100000	Central America to US
2015	1		1		-9.309564800000	 32.768947900000	
2015	1		1		36.173351000000	 29.602718000000	Eastern Mediterranean
2015	1		1		27.193486400000	 -104.145363100000	Central America to US
2015	4		4		37.276233000000	 27.107574000000	Eastern Mediterranean
2015	4	9	13	7	37.318839000000	 27.118061000000	Eastern Mediterranean
2015	1		1		31.621437300000	 -111.930093400000	Central America to US
2015	5		5		21.894714000000	 30.564087000000	
2015	3		3		30.970703000000	 34.068726000000	
2015	1		1	18	37.305186000000	 27.133167000000	Eastern Mediterranean
2015	12	13	25	26	37.469404000000	 27.027424000000	Eastern Mediterranean
2015	1		1		36.882620000000	 27.311018000000	Eastern Mediterranean
2015	1		1		28.677978800000	 -100.521304600000	Central America to US
2015	3		3		30.761108000000	 32.915100000000	
2015	3		3		11.964700000000	 43.288400000000	
2015	11	27	38		26.544303000000	 -15.279553000000	Western African
2015	6		6	8	39.024511200000	 15.296916600000	Eastern Mediterranean
2015	7		7	19	-20.159104000000	 28.572376000000	
2015	2		2		30.744324000000	 32.662476000000	
2015	1		1		31.621437300000	 -111.930093400000	Central America to US
2015	3		3	1	-22.218441000000	 29.985529000000	
2015	2		2		35.844745000000	 -5.356311000000	Western African
2015	1		1		31.621437300000	 -111.930093400000	Central America to US
2015	1		1		32.668019000000	 -115.502042900000	Central America to US
2015	3	2	5		37.285600000000	 27.086600000000	Eastern Mediterranean
2015	1		1		40.930111000000	 21.771839000000	Western Balkans
2015	1		1		50.951880300000	 1.833936700000	Calais to United Kingdom
2015	1		1		16.194244000000	 -94.977747000000	Central America to US
2015	1		1		50.951880300000	 1.833936700000	Calais to United Kingdom
2015	1		1		19.075158000000	 8.024068000000	
2015	1		1		39.334600000000	 26.475500000000	Eastern Mediterranean
2015	3	30	33		38.325725000000	 26.289227000000	Eastern Mediterranean
2015	1		1		32.686457000000	 -115.485963000000	Central America to US
2015	1		1		32.673764900000	 -115.525847400000	Central America to US
2015	1		1		19.075158000000	 8.024068000000	
2015	1		1		19.075158000000	 8.024068000000	
2015	2		2		19.075158000000	 8.024068000000	
2015	1		1		26.239989000000	 12.913084000000	
2015	2		2		28.033886000000	 1.659626000000	
2015	4		4		36.173400000000	 -2.625730000000	
2015	1		1		31.621437300000	 -111.930093400000	Central America to US
2015	5		5		39.314606000000	 26.515185000000	Eastern Mediterranean
2015	2		2		27.533862300000	 -99.553539400000	Central America to US
2015	4		4		24.150458000000	 -98.629149000000	Central America to US
2015	4		4		39.603753000000	 26.401857000000	Eastern Mediterranean
2015	1		1		27.468842800000	 -99.557492700000	Central America to US
2015	1		1		37.847167000000	 27.252642000000	Eastern Mediterranean
2015	1		1		19.610374700000	 37.128980000000	
2015	1		1		31.621437300000	 -111.930093400000	Central America to US
2015	1		1		31.621437300000	 -111.930093400000	Central America to US
2015	4		4		24.089111000000	 32.903076000000	
2015	5		5		30.896436927579	 33.587364597656	
2015	1		1		29.817125300000	 -101.886530300000	Central America to US
2015	1		1		36.594168000000	 -3.532006000000	Western Mediterranean
2015	1		1		29.337391000000	 -100.941227000000	Central America to US
2015	1		1		31.621437300000	 -111.930093400000	Central America to US
2015	2		2		26.118530000000	 14.809692000000	
2015	1		1		23.314697000000	 32.409729000000	
2015	6		6		12.950684000000	 36.159485000000	
2015	3		3		23.321289000000	 21.866882000000	
2015	1		1		27.032288000000	 14.456116000000	
2015	3		3		23.321289000000	 21.866882000000	
2015	3		3		19.590271000000	 37.190308000000	
2015	3		3		24.089294000000	 32.901123000000	
2015	8	7	15		31.241703000000	 34.235811000000	Eastern Mediterranean
2015	1		1		24.088318000000	 32.902100000000	
2015	3		3		21.157104000000	 30.391724000000	
2015	1		1		24.049072000000	 32.684326000000	
2015	1		1		29.964905000000	 32.871094000000	
2015	1	2	3		26.926947000000	 -15.016600000000	Western African
2015	8		8		39.274069000000	 26.388250000000	Central Mediterranean
2015	1		1		26.031226200000	 -98.366243400000	Central America to US
2015	1		1		16.930413500000	 49.365314900000	
2015	1		1		27.642646800000	 -99.630231600000	Central America to US
2015	9	2	11		36.921375000000	 27.296143000000	Eastern Mediterranean
2015	5		5		18.444896300000	 30.158930300000	
2015	1		1		24.449890000000	 32.475708000000	
2015	2		2		52.783148000000	 -1.679280000000	
2015	1		1		28.689771800000	 -100.533405200000	Central America to US
2015	1		1		31.621437300000	 -111.930093400000	Central America to US
2015	1		1		12.953308000000	 36.158875000000	
2015	1		1		31.621437300000	 -111.930093400000	Central America to US
2015	1		1		23.775626400000	 16.066305400000	
2015	4		4		30.231079000000	 33.178711000000	
2015	1		1		17.946140000000	 -94.210325000000	Central America to US
2015	15		15		31.241082300000	 34.237559100000	
2015	1		1		31.621437300000	 -111.930093400000	Central America to US
2015	1		1		39.502976000000	 26.406946000000	Eastern Mediterranean
2015	2		2		46.552688000000	 15.663439000000	Western Balkans
2015	1		1		40.878119800000	 26.155459300000	Western Balkans
2015	1		1		19.704968000000	 -98.834546000000	Central America to US
2015	1		1		23.968872000000	 32.124084000000	
2015	5		5		20.046396000000	 25.589796300000	
2015	1		1		24.088938000000	 32.899829300000	
2015	4	2	6		37.779414000000	 26.353410000000	Eastern Mediterranean
2015	1		1		39.276195000000	 26.383443000000	Eastern Mediterranean
2015	1		1		37.038330000000	 27.429855000000	Eastern Mediterranean
2015	14	1	15		39.445518000000	 25.986638000000	Eastern Mediterranean
2015	1		1		26.974509000000	 -112.782746000000	Central America to US
2015	1		1		31.621437300000	 -111.930093400000	Central America to US
2015	1		1		8.476128000000	 47.347479800000	
2015	1		1		31.621437300000	 -111.930093400000	Central America to US
2015	1		1		30.691617000000	 34.499499000000	
2015	1		1		31.308619000000	 -110.942166000000	Central America to US
2015	1	1	2		36.891500000000	 27.287700000000	Eastern Mediterranean
2015	1		1		37.465347300000	 26.932666400000	Eastern Mediterranean
2015	1		1		31.621437300000	 -111.930093400000	Central America to US
2015	1		1		36.407360400000	 27.447417900000	Eastern Mediterranean
2015	10		10		39.283600000000	 26.505700000000	Eastern Mediterranean
2015	1		1		15.956400000000	 -93.663100000000	Central America to US
2015	1		1		31.621437300000	 -111.930093400000	Central America to US
2015	1		1		38.357540000000	 26.452157000000	Eastern Mediterranean
2015	11		11		37.751814000000	 26.960291000000	Eastern Mediterranean
2015	1		1		39.276195000000	 26.383443000000	Eastern Mediterranean
2015	1		1		39.274069000000	 26.386190000000	Eastern Mediterranean
2015	4	6	10		37.284761000000	 27.125852000000	Eastern Mediterranean
2015	12		12		19.545270100000	 21.922914300000	
2015	4		4		21.134991700000	 -10.451409000000	
2015	4		4		13.361100000000	 100.985000000000	
2015	4		4		39.279915000000	 26.388937000000	Eastern Mediterranean
2015	4		4		35.991336000000	 -5.916205000000	Western Mediterranean
2015	1		1		45.260431700000	 19.170648000000	Western Balkans
2015	2		2		29.500000000000	 34.000000000000	
2015	1		1		31.621437300000	 -111.930093400000	Central America to US
2015	5		5		24.253105262102	 19.444738911579	
2015	8		8		-11.802800000000	 43.851900000000	
2015	1		1		37.457800000000	 26.972100000000	Eastern Mediterranean
2015	1		1		39.175649100000	 25.943523100000	Eastern Mediterranean
2015	4		4		39.470142000000	 26.592653000000	Eastern Mediterranean
2015	0	2	2		37.754800000000	 26.977800000000	Eastern Mediterranean
2015	3	4	7		36.450624563650	 28.215749624854	Eastern Mediterranean
2015	7	32	39	15	35.244558900000	 -3.931746800000	Western Mediterranean
2015	1		1		29.711067900000	 -101.569380500000	Central America to US
2015	1		1		17.761518000000	 -92.596498000000	Central America to US
2015	1		1		31.621437300000	 -111.930093400000	Central America to US
2015	1		1		15.465881000000	 36.412903000000	
2015	3		3		34.270800000000	 15.007300000000	Eastern Mediterranean
2015	3		3		37.460602400000	 27.005194300000	Eastern Mediterranean
2015	19		19	0	36.952300000000	 26.980800000000	Eastern Mediterranean
2015	43		43		39.385646200000	 26.216721700000	Eastern Mediterranean
2015	13		13		39.273005000000	 26.423269000000	Eastern Mediterranean
2015	1		1		39.277258000000	 26.409536000000	Eastern Mediterranean
2015	1		1		48.256865300000	 12.951881400000	Western Balkans
2015	1		1		37.754800000000	 26.977800000000	Eastern Mediterranean
2015	2		2		17.701904000000	 34.037720000000	
2015	1		1		37.458981000000	 26.992945000000	Eastern Mediterranean
2015	2		2		39.260256385407	 26.487820825391	Eastern Mediterranean
2015	3	1	4		37.689610424354	 27.006609211328	Eastern Mediterranean
2015	1	1	2		38.381773000000	 26.464046000000	Eastern Mediterranean
2015	1		1		35.895384600000	 -5.334817200000	Western Mediterranean
2015	1		1		39.283600000000	 26.505700000000	Eastern Mediterranean
2015	1		1		38.432258000000	 26.243986000000	Eastern Mediterranean
2015	1		1		17.995878000000	 -94.547559000000	Central America to US
2015	1		1		50.951880300000	 1.833936700000	Calais to United Kingdom
2015	43		43		32.505100000000	 14.510200000000	Central Mediterranean
2015	3	7	10		39.283600000000	 26.505700000000	Eastern Mediterranean
2015	2		2		22.515320000000	 30.739685000000	
2015	4	1	5		39.283600000000	 26.505700000000	Eastern Mediterranean
2015	2	1	3		39.175649100000	 25.943523100000	Eastern Mediterranean
2015	12	11	23		39.410744000000	 26.586906000000	Eastern Mediterranean
2015	6		6		31.554800000000	 31.091100000000	Central Mediterranean
2015	1		1		29.515091200000	 -102.827849700000	Central America to US
2015		13	13		39.427700000000	 26.388500000000	Eastern Mediterranean
2015	1		1		27.468842800000	 -99.557492700000	Central America to US
2015	1		1		27.468842800000	 -99.557492700000	Central America to US
2015	2		2		21.069275000000	 28.784302000000	
2015	4		4		13.776917000000	 37.661072000000	
2015	2		2		-1.751770000000	 40.627502000000	
2015	1		1		31.621437300000	 -111.930093400000	Central America to US
2015	3		3		17.780623200000	 32.092196200000	
2015	1		1		31.621437300000	 -111.930093400000	Central America to US
2015	1		1		14.287109000000	 33.524902000000	
2015	1		1		14.393127000000	 33.539307000000	
2015	3		3		23.321289000000	 21.866882000000	
2015	3		3		23.321289000000	 21.866882000000	
2015	2		2		23.830688000000	 32.497681000000	
2015	5		5		15.416870000000	 34.738892000000	
2015	2		2		14.393127000000	 33.539307000000	
2015	1		1		23.321289000000	 21.866882000000	
2015	1		1		27.032288000000	 14.456116000000	
2015	30		30		20.608192900000	 23.999394700000	
2015	8		8		40.334718000000	 17.164603000000	Central Mediterranean
2015	20		20		26.118530000000	 14.809692000000	
2015	1	1	2		35.889400000000	 -5.321350000000	Western Mediterranean
2015	4	1	5		34.234500000000	 14.743700000000	Eastern Mediterranean
2015	1		1		21.708923000000	 30.146484000000	
2015	1		1		23.508911000000	 33.266724000000	
2015	3		3		30.669922000000	 32.739319000000	
2015	2		2		17.529297000000	 32.915100000000	
2015	5		5		17.665283000000	 34.049500000000	
2015	1		1		27.475305300000	 -99.486182800000	Central America to US
2015	1		1		38.375528800000	 25.716800500000	Eastern Mediterranean
2015	20		20		35.199293000000	 51.020506000000	
2015	4	3	7		38.164685800000	 26.747187400000	Eastern Mediterranean
2015	2		2		20.515686000000	 28.262878000000	
2015	13		13		39.416200000000	 26.407400000000	Eastern Mediterranean
2015	1		1		31.621437300000	 -111.930093400000	Central America to US
2015	1		1		51.007732100000	 1.422840100000	Calais to United Kingdom
2015	1		1		31.621437300000	 -111.930093400000	Central America to US
2015	1		1		24.088928000000	 32.904114000000	
2015	7	1	8		39.283600000000	 26.505700000000	Eastern Mediterranean
2015	1		1		42.345200000000	 27.181300000000	Western Balkans
2015	1		1		3.923889000000	 41.875122000000	
2015	1		1		24.092333600000	 32.882662000000	
2015	1		1		50.936400000000	 1.799950000000	
2015	1		1		31.621437300000	 -111.930093400000	Central America to US
2015	1		1		50.951290000000	 1.858686000000	Calais to United Kingdom
2015	1		1		9.107727000000	 48.933105000000	
2015	1		1		26.102091000000	 -98.304259000000	Central America to US
2015	3		3		39.283600000000	 26.505700000000	Eastern Mediterranean
2015	7	2	9		37.471039000000	 27.022180000000	Eastern Mediterranean
2015	1		1		31.621437300000	 -111.930093400000	Central America to US
2015	1		1		31.621437300000	 -111.930093400000	Central America to US
2015	1		1		51.299076000000	 0.516880000000	
2015	1	1	2		35.296428600000	 -2.942810000000	Western Mediterranean
2015	1		1		14.393127000000	 33.539307000000	
2015	28		28		22.766479000000	 22.587891000000	
2015	5		5		35.273087000000	 -2.927512000000	
2015	1		1		23.321289000000	 21.866882000000	
2015	1		1		31.621437300000	 -111.930093400000	Central America to US
2015	8		8		9.511598000000	 49.086764400000	
2015	1		1		32.738317300000	 -114.643359200000	Central America to US
2015	11		11		31.554841200000	 31.091136900000	Central Mediterranean
2015			0		31.593450985205	 31.089763608984	Central Mediterranean
2015	1		1		27.550903000000	 14.268677000000	
2015	2		2		36.438961955042	 -6.429884062500	Western Mediterranean
2015	1		1		39.283600000000	 26.505700000000	Eastern Mediterranean
2015	2		2		19.363525000000	 27.509888000000	
2015	3		3		19.195438000000	 -96.141352000000	Central America to US
2015	8		8		23.251892000000	 22.500122000000	
2015	1		1		14.272798600000	 36.229490000000	
2015	3		3		18.510849700000	 -69.938100100000	
2015	1		1		32.849232000000	 13.164800000000	
2015	3		3		28.056665200000	 14.099127200000	
2015	4		4		15.109680000000	 36.493896000000	
2015	1		1		29.392755500000	 -100.901070600000	Central America to US
2015	3		3		22.964722000000	 32.285278000000	
2015	1		1		27.203201400000	 16.055220500000	
2015	14		14		23.248841300000	 19.724216100000	
2015	95		95		32.787300000000	 12.782600000000	Central Mediterranean
2015	1		1		36.889300000000	 27.182800000000	Eastern Mediterranean
2015	1		1		19.408000000000	 -98.052000000000	Central America to US
2015	1		1		42.309200000000	 21.649900000000	Western Balkans
2015	2		2		36.892587100000	 27.287792600000	Eastern Mediterranean
2015	1		1		15.458130000000	 36.404114000000	
2015	2		2		14.024307000000	 35.368567900000	
2015	2		2		36.891500000000	 27.287700000000	Eastern Mediterranean
2015	1		1		36.952300000000	 26.980800000000	Eastern Mediterranean
2015	7		7		19.075158000000	 8.024068000000	
2015	1		1		19.075158000000	 8.024068000000	
2015	2		2		19.545270100000	 21.922914300000	
2015	2		2		23.419462400000	 20.471611100000	
2015	1		1		29.178935400000	 1.886533400000	
2015	2		2	0	39.283600000000	 26.505700000000	Eastern Mediterranean
2015	1		1		50.922300000000	 1.784080000000	Calais to United Kingdom
2015	3		3		19.173800000000	 -96.134200000000	Central America to US
2015	1		1		32.736656914234	 12.464628301172	
2015	1		1		50.951300000000	 1.858690000000	Calais to United Kingdom
2015	1	5	6		40.722942471743	 26.043375269531	Eastern Mediterranean
2015	3	19	22		-11.645500000000	 43.333300000000	
2015	1		1		19.195438000000	 -96.141352000000	Central America to US
2015	1		1		31.621437300000	 -111.930093400000	Central America to US
2015	1		1		31.621437300000	 -111.930093400000	Central America to US
2015	1		1		50.937235000000	 1.890964000000	Calais to United Kingdom
2015	1		1		29.362105300000	 -100.911821400000	Central America to US
2015	17		17	0	36.527861500000	 34.692517600000	Eastern Mediterranean
2015	1		1		31.621437300000	 -111.930093400000	Central America to US
2015	1		1		31.621437300000	 -111.930093400000	Central America to US
2015		7	7		36.893311000000	 27.307574000000	Eastern Mediterranean
2015	1		1		37.466700000000	 26.966700000000	Eastern Mediterranean
2015	1		1		50.923200000000	 1.782850000000	Calais to United Kingdom
2015	1		1		31.621437300000	 -111.930093400000	Central America to US
2015	5		5	11	29.041603800000	 -96.785057900000	Central America to US
2015	1		1		39.367100000000	 26.175100000000	Eastern Mediterranean
2015	1		1		20.491232000000	 -99.929311000000	Central America to US
2015	1		1		39.283600000000	 26.505700000000	Eastern Mediterranean
2015		2	2		39.283600000000	 26.505700000000	Eastern Mediterranean
2015	2		2		19.049997000000	 -98.199999000000	Central America to US
2015	1		1		31.621437300000	 -111.930093400000	Central America to US
2015	1		1		23.125488000000	 32.475708000000	
2015	1		1		8.405596400000	 48.475393500000	
2015	2	24	26		39.283600000000	 26.505700000000	Eastern Mediterranean
2015		2	2		39.235700000000	 26.665000000000	Eastern Mediterranean
2015	1		1		50.966392000000	 1.862324900000	Calais to United Kingdom
2015	13	13	26		39.445562000000	 26.042874000000	Eastern Mediterranean
2015	1		1		19.711437100000	 -99.059240600000	Central America to US
2015	1		1		12.951111000000	 36.155518000000	
2015	1		1		0.355713000000	 37.583313000000	
2015	1		1		5.147458000000	 41.705794700000	
2015	1		1		23.549072000000	 32.036072000000	
2015	2		2		21.056519000000	 30.261902000000	
2015	1		1		21.864075000000	 31.673706000000	
2015	3		3		25.731079000000	 21.401489000000	
2015	1		1		31.621437300000	 -111.930093400000	Central America to US
2015	1	12	13		39.283600000000	 26.505700000000	Eastern Mediterranean
2015	1		1		13.798889000000	 34.848694000000	
2015	2		2		20.112671000000	 30.499695000000	
2015	1		1		13.798889000000	 34.848694000000	
2015	1		1		27.032288000000	 14.456116000000	
2015	3		3		23.321289000000	 21.866882000000	
2015	1		1		21.749695000000	 32.519470000000	
2015	5		5		22.220520000000	 36.641296000000	
2015	7		7	100	36.504390000000	 27.363253000000	Central Mediterranean
2015	1		1	14	38.328609000000	 26.293587000000	Eastern Mediterranean
2015	1		1		50.951880300000	 1.833936700000	Calais to United Kingdom
2015	1		1		24.214478000000	 32.981079000000	
2015	2		2		27.032288000000	 14.456116000000	
2015	1		1		36.241313200000	 36.678277000000	
2015	1		1		31.621437300000	 -111.930093400000	Central America to US
2015	3		3		21.516296000000	 25.088318000000	
2015	2		2		23.321289000000	 21.866882000000	
2015	1		1	254	33.020773200000	 13.551552400000	Central Mediterranean
2015	22		22	249	34.865700000000	 12.604900000000	Eastern Mediterranean
2015	2		2	11	38.022701000000	 27.067593000000	Eastern Mediterranean
2015	34	4	38	99	37.294800000000	 27.119900000000	Eastern Mediterranean
2015	1		1		28.596990900000	 -100.720786100000	Central America to US
2015		1	1	32	39.283600000000	 26.505700000000	Eastern Mediterranean
2015		4	4	25	36.949998000000	 26.983329000000	Eastern Mediterranean
2015	1		1		52.310538600000	 4.768274400000	
2015	1		1		31.621437300000	 -111.930093400000	Central America to US
2015	1		1		27.477936200000	 -99.549573000000	Central America to US
2015	1		1		35.291415600000	 -2.992538500000	Western Mediterranean
2015	1		1		31.621437300000	 -111.930093400000	Central America to US
2015	1		1	2	46.247356000000	 20.090216000000	Western Balkans
2015	1		1		31.621437300000	 -111.930093400000	Central America to US
2015	1		1		31.621437300000	 -111.930093400000	Central America to US
2015	1		1		31.621437300000	 -111.930093400000	Central America to US
2015	1		1		31.621437300000	 -111.930093400000	Central America to US
2015	1	1	2		36.034211958709	 -5.392037148438	Western Mediterranean
2015		20	20	107	31.914825000000	 30.322228000000	Central Mediterranean
2015	1		1		31.621437300000	 -111.930093400000	Central America to US
2015	1		1		31.621437300000	 -111.930093400000	Central America to US
2015	1		1		37.465347300000	 26.932666400000	Eastern Mediterranean
2015	1		1		32.643431400000	 -115.785944500000	Central America to US
2015	1		1		31.621437300000	 -111.930093400000	Central America to US
2015	1		1		47.476023300000	 18.900956300000	Western Balkans
2015	1		1		40.858969000000	 25.853259000000	Western Balkans
2015	61		61	19	4.155698696780	 103.447933968750	
2015	1	43	44	91	33.018659500000	 15.445568500000	Central Mediterranean
2015	1		1		31.621437300000	 -111.930093400000	Central America to US
2015	5		5	8	37.202882200000	 28.311495700000	Eastern Mediterranean
2015	7	3	10	7	37.202882200000	 28.311495700000	Eastern Mediterranean
2015	1		1		27.689787600000	 -110.069709400000	Central America to US
2015	1		1		38.406249000000	 26.246271000000	Eastern Mediterranean
2015	1		1		39.283600000000	 26.505700000000	Eastern Mediterranean
2015	4		4		22.662903000000	 23.649292000000	
2015	1		1		40.942440300000	 21.943246000000	Western Balkans
2015	3		3		32.849232000000	 13.164800000000	
2015	2		2		19.545270100000	 21.922914300000	
2015	4		4	112	35.460700000000	 13.139600000000	Central Mediterranean
2015	1		1		31.621437300000	 -111.930093400000	Central America to US
2015	2		2		22.482483000000	 29.794922000000	
2015	1		1		27.032288000000	 14.456116000000	
2015	2		2		32.173134700000	 52.840788000000	
2015	1		1		19.545270100000	 21.922914300000	
2015	2		2		26.239989000000	 12.913084000000	
2015	1		1	12	35.888951500000	 -5.353555600000	Western Mediterranean
2015	1		1		39.175649100000	 25.943523100000	Eastern Mediterranean
2015	6		6		34.255026213978	 20.970292062500	Central Mediterranean
2015	1		1		22.309979437608	 23.511970115367	
2015	3		3		27.754175784245	 13.910459906250	
2015	37		37		32.799803800000	 13.098975200000	Central Mediterranean
2015	1		1		37.754800000000	 26.977800000000	Eastern Mediterranean
2015	1		1		31.621437300000	 -111.930093400000	Central America to US
2015	2		2		34.387888133728	 17.975902500000	Central Mediterranean
2015	1		1		31.621437300000	 -111.930093400000	Central America to US
2015	111	91	202	198	32.151074000000	 16.360272900000	Central Mediterranean
2015	71		71		48.208174300000	 16.373818900000	
2015	3	5	8	124	31.199373000000	 16.596383000000	Central Mediterranean
2015	1		1		34.553128400000	 18.048010500000	Central Mediterranean
2015	1		1		31.621437300000	 -111.930093400000	Central America to US
2015	52		52	441	34.234500000000	 14.743700000000	Central Mediterranean
2015	2		2		36.632829000000	 -3.532317000000	Western Mediterranean
2015	1		1		34.981478400000	 23.490953900000	Central Mediterranean
2015	1		1		31.621437300000	 -111.930093400000	Central America to US
2015	1		1		31.621437300000	 -111.930093400000	Central America to US
2015	3		3	73	39.344441000000	 26.557274000000	Eastern Mediterranean
2015	2	4	6	8	39.283600000000	 26.505700000000	Eastern Mediterranean
2015	1		1		39.370072500000	 25.453518300000	Eastern Mediterranean
2015	1		1		31.621437300000	 -111.930093400000	Central America to US
2015	1		1		31.621437300000	 -111.930093400000	Central America to US
2015	1		1		31.621437300000	 -111.930093400000	Central America to US
2015	24		24		6.444910000000	 100.205000000000	
2015	1		1	125	37.500500000000	 27.079100000000	Central Mediterranean
2015	1		1		31.621437300000	 -111.930093400000	Central America to US
2015	1		1		31.621437300000	 -111.930093400000	Central America to US
2015	1		1		31.621437300000	 -111.930093400000	Central America to US
2015	1		1	19	39.283600000000	 26.505700000000	Eastern Mediterranean
2015	1		1		31.621437300000	 -111.930093400000	Central America to US
2015	1		1		31.621437300000	 -111.930093400000	Central America to US
2015	1		1		23.966675000000	 32.782898000000	
2015	1		1		31.621437300000	 -111.930093400000	Central America to US
2015	2		2		15.485324000000	 4.376056000000	
2015	5		5		12.983704000000	 30.318481000000	
2015	3		3		21.685730000000	 30.751709000000	
